Code,GeoFips,GeoName,TimePeriod,Description,CL_UNIT,UNIT_MULT,DataValue,NoteRef,PI
SAINC1-2,31000,Nebraska,1997,Population (persons),Number of persons,0,"1,686,418",,1686418.0
SAINC1-3,32000,Nevada,1997,Per capita personal income (dollars),Dollars,0,"27,534",,27534.0
SAINC1-2,32000,Nevada,1997,Population (persons),Number of persons,0,"1,764,104",,1764104.0
SAINC1-3,33000,New Hampshire,1997,Per capita personal income (dollars),Dollars,0,"27,975",,27975.0
SAINC1-2,33000,New Hampshire,1997,Population (persons),Number of persons,0,"1,189,425",,1189425.0
SAINC1-3,34000,New Jersey,1997,Per capita personal income (dollars),Dollars,0,"32,804",,32804.0
SAINC1-2,34000,New Jersey,1997,Population (persons),Number of persons,0,"8,218,808",,8218808.0
SAINC1-3,35000,New Mexico,1997,Per capita personal income (dollars),Dollars,0,"20,576",,20576.0
SAINC1-2,35000,New Mexico,1997,Population (persons),Number of persons,0,"1,774,839",,1774839.0
SAINC1-3,36000,New York,1997,Per capita personal income (dollars),Dollars,0,"30,443",,30443.0
SAINC1-2,36000,New York,1997,Population (persons),Number of persons,0,"18,656,546",,18656546.0
SAINC1-3,37000,North Carolina,1997,Per capita personal income (dollars),Dollars,0,"24,251",,24251.0
SAINC1-2,37000,North Carolina,1997,Population (persons),Number of persons,0,"7,656,825",,7656825.0
SAINC1-3,38000,North Dakota,1997,Per capita personal income (dollars),Dollars,0,"21,196",,21196.0
SAINC1-2,38000,North Dakota,1997,Population (persons),Number of persons,0,"649,716",,649716.0
SAINC1-3,39000,Ohio,1997,Per capita personal income (dollars),Dollars,0,"25,078",,25078.0
SAINC1-2,39000,Ohio,1997,Population (persons),Number of persons,0,"11,277,357",,11277357.0
SAINC1-3,40000,Oklahoma,1997,Per capita personal income (dollars),Dollars,0,"21,072",,21072.0
SAINC1-2,40000,Oklahoma,1997,Population (persons),Number of persons,0,"3,372,917",,3372917.0
SAINC1-3,41000,Oregon,1997,Per capita personal income (dollars),Dollars,0,"25,015",,25015.0
SAINC1-2,41000,Oregon,1997,Population (persons),Number of persons,0,"3,304,310",,3304310.0
SAINC1-3,42000,Pennsylvania,1997,Per capita personal income (dollars),Dollars,0,"25,967",,25967.0
SAINC1-2,42000,Pennsylvania,1997,Population (persons),Number of persons,0,"12,227,814",,12227814.0
SAINC1-3,44000,Rhode Island,1997,Per capita personal income (dollars),Dollars,0,"25,975",,25975.0
SAINC1-2,44000,Rhode Island,1997,Population (persons),Number of persons,0,"1,025,353",,1025353.0
SAINC1-3,45000,South Carolina,1997,Per capita personal income (dollars),Dollars,0,"21,728",,21728.0
SAINC1-2,45000,South Carolina,1997,Population (persons),Number of persons,0,"3,859,696",,3859696.0
SAINC1-3,46000,South Dakota,1997,Per capita personal income (dollars),Dollars,0,"22,582",,22582.0
SAINC1-2,46000,South Dakota,1997,Population (persons),Number of persons,0,"744,223",,744223.0
SAINC1-3,47000,Tennessee,1997,Per capita personal income (dollars),Dollars,0,"23,267",,23267.0
SAINC1-2,47000,Tennessee,1997,Population (persons),Number of persons,0,"5,499,233",,5499233.0
SAINC1-3,48000,Texas,1997,Per capita personal income (dollars),Dollars,0,"23,919",,23919.0
SAINC1-2,48000,Texas,1997,Population (persons),Number of persons,0,"19,740,317",,19740317.0
SAINC1-3,49000,Utah,1997,Per capita personal income (dollars),Dollars,0,"21,288",,21288.0
SAINC1-2,49000,Utah,1997,Population (persons),Number of persons,0,"2,119,784",,2119784.0
SAINC1-3,50000,Vermont,1997,Per capita personal income (dollars),Dollars,0,"23,999",,23999.0
SAINC1-2,50000,Vermont,1997,Population (persons),Number of persons,0,"597,239",,597239.0
SAINC1-3,51000,Virginia,1997,Per capita personal income (dollars),Dollars,0,"27,360",,27360.0
SAINC1-2,51000,Virginia,1997,Population (persons),Number of persons,0,"6,829,183",,6829183.0
SAINC1-3,53000,Washington,1997,Per capita personal income (dollars),Dollars,0,"27,405",,27405.0
SAINC1-2,53000,Washington,1997,Population (persons),Number of persons,0,"5,674,747",,5674747.0
SAINC1-3,54000,West Virginia,1997,Per capita personal income (dollars),Dollars,0,"19,587",,19587.0
SAINC1-2,54000,West Virginia,1997,Population (persons),Number of persons,0,"1,819,113",,1819113.0
SAINC1-3,55000,Wisconsin,1997,Per capita personal income (dollars),Dollars,0,"25,429",,25429.0
SAINC1-2,55000,Wisconsin,1997,Population (persons),Number of persons,0,"5,266,213",,5266213.0
SAINC1-3,56000,Wyoming,1997,Per capita personal income (dollars),Dollars,0,"24,282",,24282.0
SAINC1-2,56000,Wyoming,1997,Population (persons),Number of persons,0,"489,451",,489451.0
SAINC1-3,01000,Alabama,1998,Per capita personal income (dollars),Dollars,0,"22,668",,22668.0
SAINC1-2,01000,Alabama,1998,Population (persons),Number of persons,0,"4,404,701",,4404701.0
SAINC1-3,02000,Alaska *,1998,Per capita personal income (dollars),Dollars,0,"29,255",*,29255.0
SAINC1-2,02000,Alaska *,1998,Population (persons),Number of persons,0,"619,932",*,619932.0
SAINC1-3,04000,Arizona,1998,Per capita personal income (dollars),Dollars,0,"24,173",,24173.0
SAINC1-2,04000,Arizona,1998,Population (persons),Number of persons,0,"4,883,342",,4883342.0
SAINC1-3,05000,Arkansas,1998,Per capita personal income (dollars),Dollars,0,"21,208",,21208.0
SAINC1-2,05000,Arkansas,1998,Population (persons),Number of persons,0,"2,626,289",,2626289.0
SAINC1-3,06000,California,1998,Per capita personal income (dollars),Dollars,0,"29,092",,29092.0
SAINC1-2,06000,California,1998,Population (persons),Number of persons,0,"32,987,675",,32987675.0
SAINC1-3,08000,Colorado,1998,Per capita personal income (dollars),Dollars,0,"29,901",,29901.0
SAINC1-2,08000,Colorado,1998,Population (persons),Number of persons,0,"4,116,639",,4116639.0
SAINC1-3,09000,Connecticut,1998,Per capita personal income (dollars),Dollars,0,"37,827",,37827.0
SAINC1-2,09000,Connecticut,1998,Population (persons),Number of persons,0,"3,365,352",,3365352.0
SAINC1-3,10000,Delaware,1998,Per capita personal income (dollars),Dollars,0,"29,472",,29472.0
SAINC1-2,10000,Delaware,1998,Population (persons),Number of persons,0,"763,335",,763335.0
SAINC1-3,11000,District of Columbia,1998,Per capita personal income (dollars),Dollars,0,"38,122",,38122.0
SAINC1-2,11000,District of Columbia,1998,Population (persons),Number of persons,0,"565,230",,565230.0
SAINC1-3,12000,Florida,1998,Per capita personal income (dollars),Dollars,0,"26,883",,26883.0
SAINC1-2,12000,Florida,1998,Population (persons),Number of persons,0,"15,486,559",,15486559.0
SAINC1-3,13000,Georgia,1998,Per capita personal income (dollars),Dollars,0,"26,152",,26152.0
SAINC1-2,13000,Georgia,1998,Population (persons),Number of persons,0,"7,863,536",,7863536.0
SAINC1-3,15000,Hawaii *,1998,Per capita personal income (dollars),Dollars,0,"26,756",*,26756.0
SAINC1-2,15000,Hawaii *,1998,Population (persons),Number of persons,0,"1,215,233",*,1215233.0
SAINC1-3,16000,Idaho,1998,Per capita personal income (dollars),Dollars,0,"22,783",,22783.0
SAINC1-2,16000,Idaho,1998,Population (persons),Number of persons,0,"1,252,330",,1252330.0
SAINC1-3,17000,Illinois,1998,Per capita personal income (dollars),Dollars,0,"29,930",,29930.0
SAINC1-2,17000,Illinois,1998,Population (persons),Number of persons,0,"12,271,847",,12271847.0
SAINC1-3,18000,Indiana,1998,Per capita personal income (dollars),Dollars,0,"25,790",,25790.0
SAINC1-2,18000,Indiana,1998,Population (persons),Number of persons,0,"5,998,880",,5998880.0
SAINC1-3,19000,Iowa,1998,Per capita personal income (dollars),Dollars,0,"25,207",,25207.0
SAINC1-2,19000,Iowa,1998,Population (persons),Number of persons,0,"2,902,872",,2902872.0
SAINC1-3,20000,Kansas,1998,Per capita personal income (dollars),Dollars,0,"26,221",,26221.0
SAINC1-2,20000,Kansas,1998,Population (persons),Number of persons,0,"2,660,598",,2660598.0
SAINC1-3,21000,Kentucky,1998,Per capita personal income (dollars),Dollars,0,"22,445",,22445.0
SAINC1-2,21000,Kentucky,1998,Population (persons),Number of persons,0,"3,985,390",,3985390.0
SAINC1-3,22000,Louisiana,1998,Per capita personal income (dollars),Dollars,0,"22,312",,22312.0
SAINC1-2,22000,Louisiana,1998,Population (persons),Number of persons,0,"4,440,344",,4440344.0
SAINC1-3,23000,Maine,1998,Per capita personal income (dollars),Dollars,0,"24,805",,24805.0
SAINC1-2,23000,Maine,1998,Population (persons),Number of persons,0,"1,259,127",,1259127.0
SAINC1-3,24000,Maryland,1998,Per capita personal income (dollars),Dollars,0,"31,483",,31483.0
SAINC1-2,24000,Maryland,1998,Population (persons),Number of persons,0,"5,204,464",,5204464.0
SAINC1-3,25000,Massachusetts,1998,Per capita personal income (dollars),Dollars,0,"32,914",,32914.0
SAINC1-2,25000,Massachusetts,1998,Population (persons),Number of persons,0,"6,271,838",,6271838.0
SAINC1-3,26000,Michigan,1998,Per capita personal income (dollars),Dollars,0,"27,430",,27430.0
SAINC1-2,26000,Michigan,1998,Population (persons),Number of persons,0,"9,847,942",,9847942.0
SAINC1-3,27000,Minnesota,1998,Per capita personal income (dollars),Dollars,0,"29,162",,29162.0
SAINC1-2,27000,Minnesota,1998,Population (persons),Number of persons,0,"4,813,412",,4813412.0
SAINC1-3,28000,Mississippi,1998,Per capita personal income (dollars),Dollars,0,"20,174",,20174.0
SAINC1-2,28000,Mississippi,1998,Population (persons),Number of persons,0,"2,804,834",,2804834.0
SAINC1-3,29000,Missouri,1998,Per capita personal income (dollars),Dollars,0,"25,540",,25540.0
SAINC1-2,29000,Missouri,1998,Population (persons),Number of persons,0,"5,521,765",,5521765.0
SAINC1-3,30000,Montana,1998,Per capita personal income (dollars),Dollars,0,"21,461",,21461.0
SAINC1-2,30000,Montana,1998,Population (persons),Number of persons,0,"892,431",,892431.0
SAINC1-3,31000,Nebraska,1998,Per capita personal income (dollars),Dollars,0,"26,421",,26421.0
SAINC1-2,31000,Nebraska,1998,Population (persons),Number of persons,0,"1,695,816",,1695816.0
SAINC1-3,32000,Nevada,1998,Per capita personal income (dollars),Dollars,0,"29,314",,29314.0
SAINC1-2,32000,Nevada,1998,Population (persons),Number of persons,0,"1,853,191",,1853191.0
SAINC1-3,33000,New Hampshire,1998,Per capita personal income (dollars),Dollars,0,"30,319",,30319.0
SAINC1-2,33000,New Hampshire,1998,Population (persons),Number of persons,0,"1,205,940",,1205940.0
SAINC1-3,34000,New Jersey,1998,Per capita personal income (dollars),Dollars,0,"34,663",,34663.0
SAINC1-2,34000,New Jersey,1998,Population (persons),Number of persons,0,"8,287,418",,8287418.0
SAINC1-3,35000,New Mexico,1998,Per capita personal income (dollars),Dollars,0,"21,380",,21380.0
SAINC1-2,35000,New Mexico,1998,Population (persons),Number of persons,0,"1,793,484",,1793484.0
SAINC1-3,36000,New York,1998,Per capita personal income (dollars),Dollars,0,"32,040",,32040.0
SAINC1-2,36000,New York,1998,Population (persons),Number of persons,0,"18,755,906",,18755906.0
SAINC1-3,37000,North Carolina,1998,Per capita personal income (dollars),Dollars,0,"25,440",,25440.0
SAINC1-2,37000,North Carolina,1998,Population (persons),Number of persons,0,"7,809,121",,7809121.0
SAINC1-3,38000,North Dakota,1998,Per capita personal income (dollars),Dollars,0,"23,285",,23285.0
SAINC1-2,38000,North Dakota,1998,Population (persons),Number of persons,0,"647,532",,647532.0
SAINC1-3,39000,Ohio,1998,Per capita personal income (dollars),Dollars,0,"26,442",,26442.0
SAINC1-2,39000,Ohio,1998,Population (persons),Number of persons,0,"11,311,536",,11311536.0
SAINC1-3,40000,Oklahoma,1998,Per capita personal income (dollars),Dollars,0,"22,006",,22006.0
SAINC1-2,40000,Oklahoma,1998,Population (persons),Number of persons,0,"3,405,194",,3405194.0
SAINC1-3,41000,Oregon,1998,Per capita personal income (dollars),Dollars,0,"26,023",,26023.0
SAINC1-2,41000,Oregon,1998,Population (persons),Number of persons,0,"3,352,449",,3352449.0
SAINC1-3,42000,Pennsylvania,1998,Per capita personal income (dollars),Dollars,0,"27,336",,27336.0
SAINC1-2,42000,Pennsylvania,1998,Population (persons),Number of persons,0,"12,245,672",,12245672.0
SAINC1-3,44000,Rhode Island,1998,Per capita personal income (dollars),Dollars,0,"27,552",,27552.0
SAINC1-2,44000,Rhode Island,1998,Population (persons),Number of persons,0,"1,031,155",,1031155.0
SAINC1-3,45000,South Carolina,1998,Per capita personal income (dollars),Dollars,0,"22,946",,22946.0
SAINC1-2,45000,South Carolina,1998,Population (persons),Number of persons,0,"3,919,235",,3919235.0
SAINC1-3,46000,South Dakota,1998,Per capita personal income (dollars),Dollars,0,"24,277",,24277.0
SAINC1-2,46000,South Dakota,1998,Population (persons),Number of persons,0,"746,058",,746058.0
SAINC1-3,47000,Tennessee,1998,Per capita personal income (dollars),Dollars,0,"25,116",,25116.0
SAINC1-2,47000,Tennessee,1998,Population (persons),Number of persons,0,"5,570,045",,5570045.0
SAINC1-3,48000,Texas,1998,Per capita personal income (dollars),Dollars,0,"25,556",,25556.0
SAINC1-2,48000,Texas,1998,Population (persons),Number of persons,0,"20,157,531",,20157531.0
SAINC1-3,49000,Utah,1998,Per capita personal income (dollars),Dollars,0,"22,266",,22266.0
SAINC1-2,49000,Utah,1998,Population (persons),Number of persons,0,"2,165,960",,2165960.0
SAINC1-3,50000,Vermont,1998,Per capita personal income (dollars),Dollars,0,"25,693",,25693.0
SAINC1-2,50000,Vermont,1998,Population (persons),Number of persons,0,"600,416",,600416.0
SAINC1-3,51000,Virginia,1998,Per capita personal income (dollars),Dollars,0,"28,992",,28992.0
SAINC1-2,51000,Virginia,1998,Population (persons),Number of persons,0,"6,900,918",,6900918.0
SAINC1-3,53000,Washington,1998,Per capita personal income (dollars),Dollars,0,"29,513",,29513.0
SAINC1-2,53000,Washington,1998,Population (persons),Number of persons,0,"5,769,562",,5769562.0
SAINC1-3,54000,West Virginia,1998,Per capita personal income (dollars),Dollars,0,"20,447",,20447.0
SAINC1-2,54000,West Virginia,1998,Population (persons),Number of persons,0,"1,815,609",,1815609.0
SAINC1-3,55000,Wisconsin,1998,Per capita personal income (dollars),Dollars,0,"27,031",,27031.0
SAINC1-2,55000,Wisconsin,1998,Population (persons),Number of persons,0,"5,297,672",,5297672.0
SAINC1-3,56000,Wyoming,1998,Per capita personal income (dollars),Dollars,0,"25,755",,25755.0
SAINC1-2,56000,Wyoming,1998,Population (persons),Number of persons,0,"490,787",,490787.0
SAINC1-3,01000,Alabama,1999,Per capita personal income (dollars),Dollars,0,"23,333",,23333.0
SAINC1-2,01000,Alabama,1999,Population (persons),Number of persons,0,"4,430,141",,4430141.0
SAINC1-3,02000,Alaska *,1999,Per capita personal income (dollars),Dollars,0,"29,951",*,29951.0
SAINC1-2,02000,Alaska *,1999,Population (persons),Number of persons,0,"624,779",*,624779.0
SAINC1-3,04000,Arizona,1999,Per capita personal income (dollars),Dollars,0,"24,960",,24960.0
SAINC1-2,04000,Arizona,1999,Population (persons),Number of persons,0,"5,023,823",,5023823.0
SAINC1-3,05000,Arkansas,1999,Per capita personal income (dollars),Dollars,0,"21,871",,21871.0
SAINC1-2,05000,Arkansas,1999,Population (persons),Number of persons,0,"2,651,860",,2651860.0
SAINC1-3,06000,California,1999,Per capita personal income (dollars),Dollars,0,"30,773",,30773.0
SAINC1-2,06000,California,1999,Population (persons),Number of persons,0,"33,499,204",,33499204.0
SAINC1-3,08000,Colorado,1999,Per capita personal income (dollars),Dollars,0,"31,305",,31305.0
SAINC1-2,08000,Colorado,1999,Population (persons),Number of persons,0,"4,226,018",,4226018.0
SAINC1-3,09000,Connecticut,1999,Per capita personal income (dollars),Dollars,0,"39,700",,39700.0
SAINC1-2,09000,Connecticut,1999,Population (persons),Number of persons,0,"3,386,401",,3386401.0
SAINC1-3,10000,Delaware,1999,Per capita personal income (dollars),Dollars,0,"31,181",,31181.0
SAINC1-2,10000,Delaware,1999,Population (persons),Number of persons,0,"774,990",,774990.0
SAINC1-3,11000,District of Columbia,1999,Per capita personal income (dollars),Dollars,0,"39,798",,39798.0
SAINC1-2,11000,District of Columbia,1999,Population (persons),Number of persons,0,"570,213",,570213.0
SAINC1-3,12000,Florida,1999,Per capita personal income (dollars),Dollars,0,"27,689",,27689.0
SAINC1-2,12000,Florida,1999,Population (persons),Number of persons,0,"15,759,421",,15759421.0
SAINC1-3,13000,Georgia,1999,Per capita personal income (dollars),Dollars,0,"27,254",,27254.0
SAINC1-2,13000,Georgia,1999,Population (persons),Number of persons,0,"8,045,965",,8045965.0
SAINC1-3,15000,Hawaii *,1999,Per capita personal income (dollars),Dollars,0,"27,768",*,27768.0
SAINC1-2,15000,Hawaii *,1999,Population (persons),Number of persons,0,"1,210,300",*,1210300.0
SAINC1-3,16000,Idaho,1999,Per capita personal income (dollars),Dollars,0,"23,688",,23688.0
SAINC1-2,16000,Idaho,1999,Population (persons),Number of persons,0,"1,275,674",,1275674.0
SAINC1-3,17000,Illinois,1999,Per capita personal income (dollars),Dollars,0,"31,068",,31068.0
SAINC1-2,17000,Illinois,1999,Population (persons),Number of persons,0,"12,359,020",,12359020.0
SAINC1-3,18000,Indiana,1999,Per capita personal income (dollars),Dollars,0,"26,600",,26600.0
SAINC1-2,18000,Indiana,1999,Population (persons),Number of persons,0,"6,044,969",,6044969.0
SAINC1-3,19000,Iowa,1999,Per capita personal income (dollars),Dollars,0,"25,740",,25740.0
SAINC1-2,19000,Iowa,1999,Population (persons),Number of persons,0,"2,917,634",,2917634.0
SAINC1-3,20000,Kansas,1999,Per capita personal income (dollars),Dollars,0,"26,927",,26927.0
SAINC1-2,20000,Kansas,1999,Population (persons),Number of persons,0,"2,678,338",,2678338.0
SAINC1-3,21000,Kentucky,1999,Per capita personal income (dollars),Dollars,0,"23,224",,23224.0
SAINC1-2,21000,Kentucky,1999,Population (persons),Number of persons,0,"4,018,053",,4018053.0
SAINC1-3,22000,Louisiana,1999,Per capita personal income (dollars),Dollars,0,"22,746",,22746.0
SAINC1-2,22000,Louisiana,1999,Population (persons),Number of persons,0,"4,460,811",,4460811.0
SAINC1-3,23000,Maine,1999,Per capita personal income (dollars),Dollars,0,"25,779",,25779.0
SAINC1-2,23000,Maine,1999,Population (persons),Number of persons,0,"1,266,808",,1266808.0
SAINC1-3,24000,Maryland,1999,Per capita personal income (dollars),Dollars,0,"33,036",,33036.0
SAINC1-2,24000,Maryland,1999,Population (persons),Number of persons,0,"5,254,509",,5254509.0
SAINC1-3,25000,Massachusetts,1999,Per capita personal income (dollars),Dollars,0,"34,967",,34967.0
SAINC1-2,25000,Massachusetts,1999,Population (persons),Number of persons,0,"6,317,345",,6317345.0
SAINC1-3,26000,Michigan,1999,Per capita personal income (dollars),Dollars,0,"28,629",,28629.0
SAINC1-2,26000,Michigan,1999,Population (persons),Number of persons,0,"9,897,116",,9897116.0
SAINC1-3,27000,Minnesota,1999,Per capita personal income (dollars),Dollars,0,"30,303",,30303.0
SAINC1-2,27000,Minnesota,1999,Population (persons),Number of persons,0,"4,873,481",,4873481.0
SAINC1-3,28000,Mississippi,1999,Per capita personal income (dollars),Dollars,0,"20,709",,20709.0
SAINC1-2,28000,Mississippi,1999,Population (persons),Number of persons,0,"2,828,408",,2828408.0
SAINC1-3,29000,Missouri,1999,Per capita personal income (dollars),Dollars,0,"26,342",,26342.0
SAINC1-2,29000,Missouri,1999,Population (persons),Number of persons,0,"5,561,948",,5561948.0
SAINC1-3,30000,Montana,1999,Per capita personal income (dollars),Dollars,0,"21,794",,21794.0
SAINC1-2,30000,Montana,1999,Population (persons),Number of persons,0,"897,507",,897507.0
SAINC1-3,31000,Nebraska,1999,Per capita personal income (dollars),Dollars,0,"27,545",,27545.0
SAINC1-2,31000,Nebraska,1999,Population (persons),Number of persons,0,"1,704,764",,1704764.0
SAINC1-3,32000,Nevada,1999,Per capita personal income (dollars),Dollars,0,"30,405",,30405.0
SAINC1-2,32000,Nevada,1999,Population (persons),Number of persons,0,"1,934,718",,1934718.0
SAINC1-3,33000,New Hampshire,1999,Per capita personal income (dollars),Dollars,0,"31,852",,31852.0
SAINC1-2,33000,New Hampshire,1999,Population (persons),Number of persons,0,"1,222,014",,1222014.0
SAINC1-3,34000,New Jersey,1999,Per capita personal income (dollars),Dollars,0,"35,965",,35965.0
SAINC1-2,34000,New Jersey,1999,Population (persons),Number of persons,0,"8,359,592",,8359592.0
SAINC1-3,35000,New Mexico,1999,Per capita personal income (dollars),Dollars,0,"21,587",,21587.0
SAINC1-2,35000,New Mexico,1999,Population (persons),Number of persons,0,"1,808,082",,1808082.0
SAINC1-3,36000,New York,1999,Per capita personal income (dollars),Dollars,0,"33,740",,33740.0
SAINC1-2,36000,New York,1999,Population (persons),Number of persons,0,"18,882,725",,18882725.0
SAINC1-3,37000,North Carolina,1999,Per capita personal income (dollars),Dollars,0,"26,239",,26239.0
SAINC1-2,37000,North Carolina,1999,Population (persons),Number of persons,0,"7,949,361",,7949361.0
SAINC1-3,38000,North Dakota,1999,Per capita personal income (dollars),Dollars,0,"23,705",,23705.0
SAINC1-2,38000,North Dakota,1999,Population (persons),Number of persons,0,"644,259",,644259.0
SAINC1-3,39000,Ohio,1999,Per capita personal income (dollars),Dollars,0,"27,200",,27200.0
SAINC1-2,39000,Ohio,1999,Population (persons),Number of persons,0,"11,335,454",,11335454.0
SAINC1-3,40000,Oklahoma,1999,Per capita personal income (dollars),Dollars,0,"22,412",,22412.0
SAINC1-2,40000,Oklahoma,1999,Population (persons),Number of persons,0,"3,437,147",,3437147.0
SAINC1-3,41000,Oregon,1999,Per capita personal income (dollars),Dollars,0,"26,617",,26617.0
SAINC1-2,41000,Oregon,1999,Population (persons),Number of persons,0,"3,393,941",,3393941.0
SAINC1-3,42000,Pennsylvania,1999,Per capita personal income (dollars),Dollars,0,"28,489",,28489.0
SAINC1-2,42000,Pennsylvania,1999,Population (persons),Number of persons,0,"12,263,805",,12263805.0
SAINC1-3,44000,Rhode Island,1999,Per capita personal income (dollars),Dollars,0,"28,496",,28496.0
SAINC1-2,44000,Rhode Island,1999,Population (persons),Number of persons,0,"1,040,402",,1040402.0
SAINC1-3,45000,South Carolina,1999,Per capita personal income (dollars),Dollars,0,"23,764",,23764.0
SAINC1-2,45000,South Carolina,1999,Population (persons),Number of persons,0,"3,974,682",,3974682.0
SAINC1-3,46000,South Dakota,1999,Per capita personal income (dollars),Dollars,0,"25,306",,25306.0
SAINC1-2,46000,South Dakota,1999,Population (persons),Number of persons,0,"750,412",,750412.0
SAINC1-3,47000,Tennessee,1999,Per capita personal income (dollars),Dollars,0,"25,807",,25807.0
SAINC1-2,47000,Tennessee,1999,Population (persons),Number of persons,0,"5,638,706",,5638706.0
SAINC1-3,48000,Texas,1999,Per capita personal income (dollars),Dollars,0,"26,530",,26530.0
SAINC1-2,48000,Texas,1999,Population (persons),Number of persons,0,"20,558,220",,20558220.0
SAINC1-3,49000,Utah,1999,Per capita personal income (dollars),Dollars,0,"23,081",,23081.0
SAINC1-2,49000,Utah,1999,Population (persons),Number of persons,0,"2,203,482",,2203482.0
SAINC1-3,50000,Vermont,1999,Per capita personal income (dollars),Dollars,0,"26,963",,26963.0
SAINC1-2,50000,Vermont,1999,Population (persons),Number of persons,0,"604,683",,604683.0
SAINC1-3,51000,Virginia,1999,Per capita personal income (dollars),Dollars,0,"30,637",,30637.0
SAINC1-2,51000,Virginia,1999,Population (persons),Number of persons,0,"7,000,174",,7000174.0
SAINC1-3,53000,Washington,1999,Per capita personal income (dollars),Dollars,0,"30,958",,30958.0
SAINC1-2,53000,Washington,1999,Population (persons),Number of persons,0,"5,842,564",,5842564.0
SAINC1-3,54000,West Virginia,1999,Per capita personal income (dollars),Dollars,0,"21,037",,21037.0
SAINC1-2,54000,West Virginia,1999,Population (persons),Number of persons,0,"1,811,799",,1811799.0
SAINC1-3,55000,Wisconsin,1999,Per capita personal income (dollars),Dollars,0,"27,933",,27933.0
SAINC1-2,55000,Wisconsin,1999,Population (persons),Number of persons,0,"5,332,666",,5332666.0
SAINC1-3,56000,Wyoming,1999,Per capita personal income (dollars),Dollars,0,"27,518",,27518.0
SAINC1-2,56000,Wyoming,1999,Population (persons),Number of persons,0,"491,780",,491780.0
SAINC1-3,01000,Alabama,2000,Per capita personal income (dollars),Dollars,0,"24,306",,24306.0
SAINC1-2,01000,Alabama,2000,Population (persons),Number of persons,0,"4,452,173",,4452173.0
SAINC1-3,02000,Alaska *,2000,Per capita personal income (dollars),Dollars,0,"32,044",*,32044.0
SAINC1-2,02000,Alaska *,2000,Population (persons),Number of persons,0,"627,963",*,627963.0
SAINC1-3,04000,Arizona,2000,Per capita personal income (dollars),Dollars,0,"26,388",,26388.0
SAINC1-2,04000,Arizona,2000,Population (persons),Number of persons,0,"5,160,586",,5160586.0
SAINC1-3,05000,Arkansas,2000,Per capita personal income (dollars),Dollars,0,"22,781",,22781.0
SAINC1-2,05000,Arkansas,2000,Population (persons),Number of persons,0,"2,678,588",,2678588.0
SAINC1-3,06000,California,2000,Per capita personal income (dollars),Dollars,0,"33,410",,33410.0
SAINC1-2,06000,California,2000,Population (persons),Number of persons,0,"33,987,977",,33987977.0
SAINC1-3,08000,Colorado,2000,Per capita personal income (dollars),Dollars,0,"34,029",,34029.0
SAINC1-2,08000,Colorado,2000,Population (persons),Number of persons,0,"4,326,921",,4326921.0
SAINC1-3,09000,Connecticut,2000,Per capita personal income (dollars),Dollars,0,"43,070",,43070.0
SAINC1-2,09000,Connecticut,2000,Population (persons),Number of persons,0,"3,411,777",,3411777.0
SAINC1-3,10000,Delaware,2000,Per capita personal income (dollars),Dollars,0,"33,884",,33884.0
SAINC1-2,10000,Delaware,2000,Population (persons),Number of persons,0,"786,373",,786373.0
SAINC1-3,11000,District of Columbia,2000,Per capita personal income (dollars),Dollars,0,"43,524",,43524.0
SAINC1-2,11000,District of Columbia,2000,Population (persons),Number of persons,0,"572,046",,572046.0
SAINC1-3,12000,Florida,2000,Per capita personal income (dollars),Dollars,0,"29,466",,29466.0
SAINC1-2,12000,Florida,2000,Population (persons),Number of persons,0,"16,047,515",,16047515.0
SAINC1-3,13000,Georgia,2000,Per capita personal income (dollars),Dollars,0,"28,851",,28851.0
SAINC1-2,13000,Georgia,2000,Population (persons),Number of persons,0,"8,227,303",,8227303.0
SAINC1-3,15000,Hawaii *,2000,Per capita personal income (dollars),Dollars,0,"29,319",*,29319.0
SAINC1-2,15000,Hawaii *,2000,Population (persons),Number of persons,0,"1,213,519",*,1213519.0
SAINC1-3,16000,Idaho,2000,Per capita personal income (dollars),Dollars,0,"25,183",,25183.0
SAINC1-2,16000,Idaho,2000,Population (persons),Number of persons,0,"1,299,430",,1299430.0
SAINC1-3,17000,Illinois,2000,Per capita personal income (dollars),Dollars,0,"33,212",,33212.0
SAINC1-2,17000,Illinois,2000,Population (persons),Number of persons,0,"12,434,161",,12434161.0
SAINC1-3,18000,Indiana,2000,Per capita personal income (dollars),Dollars,0,"28,153",,28153.0
SAINC1-2,18000,Indiana,2000,Population (persons),Number of persons,0,"6,091,866",,6091866.0
SAINC1-3,19000,Iowa,2000,Per capita personal income (dollars),Dollars,0,"27,390",,27390.0
SAINC1-2,19000,Iowa,2000,Population (persons),Number of persons,0,"2,929,067",,2929067.0
SAINC1-3,20000,Kansas,2000,Per capita personal income (dollars),Dollars,0,"28,253",,28253.0
SAINC1-2,20000,Kansas,2000,Population (persons),Number of persons,0,"2,693,681",,2693681.0
SAINC1-3,21000,Kentucky,2000,Per capita personal income (dollars),Dollars,0,"24,868",,24868.0
SAINC1-2,21000,Kentucky,2000,Population (persons),Number of persons,0,"4,049,021",,4049021.0
SAINC1-3,22000,Louisiana,2000,Per capita personal income (dollars),Dollars,0,"23,997",,23997.0
